Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
1503960366,4/30/16,14673,9.25,9.25,0,3.559999943,1.419999957,4.269999981,0,52,34,217,712,1947,1,404,425
1503960366,5/1/16,10602,6.809999943,6.809999943,0,2.289999962,1.600000024,2.920000076,0,33,35,246,730,1820,1,369,396
1503960366,5/2/16,14727,9.710000038,9.710000038,0,3.210000038,0.569999993,5.920000076,0,41,15,277,798,2004,1,277,309
1503960366,5/3/16,15103,9.659999847,9.659999847,0,3.730000019,1.049999952,4.880000114,0,50,24,254,816,1990,1,273,296
1503960366,5/5/16,14070,8.899999619,8.899999619,0,2.920000076,1.080000043,4.880000114,0,45,24,250,857,1959,1,247,264
1503960366,5/6/16,12159,8.029999733,8.029999733,0,1.970000029,0.25,5.809999943,0,24,6,289,754,1896,1,334,367
1503960366,5/7/16,11992,7.710000038,7.710000038,0,2.460000038,2.119999886,3.130000114,0,37,46,175,833,1821,1,331,349
1503960366,5/8/16,10060,6.579999924,6.579999924,0,3.529999971,0.319999993,2.730000019,0,44,8,203,574,1740,1,594,611
1503960366,5/9/16,12022,7.71999979,7.71999979,0,3.450000048,0.529999971,3.74000001,0,46,11,206,835,1819,1,338,342
1503960366,5/10/16,12207,7.769999981,7.769999981,0,3.349999905,1.159999967,3.25999999,0,46,31,214,746,1859,1,383,403
1503960366,5/11/16,12770,8.130000114,8.130000114,0,2.559999943,1.00999999,4.550000191,0,36,23,251,669,1783,1,285,306
1644430081,4/29/16,3176,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193,2498,1,119,127
1644430081,4/30/16,18213,13.23999977,13.23999977,0,0.629999995,3.140000105,9.460000038,0,9,71,402,816,3846,1,124,142
1644430081,5/2/16,3758,2.730000019,2.730000019,0,0.07,0.310000002,2.349999905,0,1,7,148,682,2580,1,796,961
1644430081,5/8/16,6724,4.889999866,4.889999866,0,0,0,4.880000114,0,0,0,295,991,2987,1,137,154
1844505072,4/15/16,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725,1,644,961
1844505072,4/30/16,4014,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218,1763,1,722,961
1844505072,5/1/16,2573,1.700000048,1.700000048,0,0,0.25999999,1.450000048,0,0,7,75,585,1541,1,590,961
1927972279,4/12/16,678,0.469999999,0.469999999,0,0,0,0.469999999,0,0,0,55,734,2220,3,750,775
1927972279,4/13/16,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,1,398,422
1927972279,4/15/16,980,0.680000007,0.680000007,0,0,0,0.680000007,0,0,0,51,941,2221,2,475,499
1927972279,4/26/16,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,2638,1,296,315
1927972279,4/28/16,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351,1,166,178
2026352035,4/12/16,4414,2.74000001,2.74000001,0,0.189999998,0.349999994,2.200000048,0,3,8,181,706,1459,1,503,546
2026352035,4/13/16,4993,3.099999905,3.099999905,0,0,0,3.099999905,0,0,0,238,663,1521,1,531,565
2026352035,4/14/16,3335,2.069999933,2.069999933,0,0,0,2.049999952,0,0,0,197,653,1431,1,545,568
2026352035,4/15/16,3821,2.369999886,2.369999886,0,0,0,2.369999886,0,0,0,188,687,1444,1,523,573
2026352035,4/16/16,2547,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,150,728,1373,1,524,567
2026352035,4/17/16,838,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,60,1053,1214,1,437,498
2026352035,4/19/16,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356,1,498,540
2026352035,4/20/16,7222,4.480000019,4.480000019,0,0,0,4.480000019,0,0,0,327,623,1667,1,461,510
2026352035,4/21/16,2467,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,153,749,1370,1,477,514
2026352035,4/22/16,2915,1.809999943,1.809999943,0,0,0,1.809999943,0,0,0,162,712,1399,1,520,545
2026352035,4/23/16,12357,7.710000038,7.710000038,0,0,0,7.710000038,0,0,0,432,458,1916,1,522,554
2026352035,4/24/16,3490,2.160000086,2.160000086,0,0,0,2.160000086,0,0,0,164,704,1401,1,555,591
2026352035,4/25/16,6017,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,260,821,1576,1,506,531
2026352035,4/27/16,6088,3.769999981,3.769999981,0,0,0,3.769999981,0,0,0,286,586,1593,1,508,545
2026352035,4/28/16,6375,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,331,626,1649,1,513,545
2026352035,4/29/16,7604,4.710000038,4.710000038,0,0,0,4.710000038,0,0,0,352,492,1692,1,490,510
2026352035,4/30/16,4729,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,233,594,1506,1,573,607
2026352035,5/1/16,3609,2.279999971,2.279999971,0,0,0,2.279999971,0,0,0,191,716,1447,1,527,546
2026352035,5/2/16,7018,4.349999905,4.349999905,0,0,0,4.349999905,0,0,0,355,716,1690,1,511,543
2026352035,5/4/16,6564,4.070000172,4.070000172,0,0,0,4.070000172,0,0,0,345,530,1658,1,538,560
2026352035,5/5/16,12167,7.539999962,7.539999962,0,0,0,7.539999962,0,0,0,475,479,1926,1,468,485
2026352035,5/6/16,8198,5.079999924,5.079999924,0,0,0,5.079999924,0,0,0,383,511,1736,1,524,548
2026352035,5/7/16,4193,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,229,665,1491,1,511,521
2026352035,5/8/16,5528,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,258,610,1555,1,541,568
2026352035,5/9/16,10685,6.619999886,6.619999886,0,0,0,6.599999905,0,0,0,401,543,1869,1,531,556
2026352035,5/10/16,254,0.159999996,0.159999996,0,0,0,0.159999996,0,0,0,17,1002,1141,1,357,380
2026352035,5/11/16,8580,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,330,569,1698,1,523,553
2026352035,5/12/16,8891,5.510000229,5.510000229,0,0,0,5.510000229,0,0,0,343,330,1364,1,456,485
2320127002,4/23/16,5079,3.420000076,3.420000076,0,0,0,3.420000076,0,0,0,242,1129,1804,1,61,69
2347167796,4/13/16,10352,7.010000229,7.010000229,0,1.659999967,1.940000057,3.410000086,0,19,32,195,676,2038,1,467,531
2347167796,4/14/16,10129,6.699999809,6.699999809,0,0.02,2.74000001,3.940000057,0,1,48,206,705,2010,1,445,489
2347167796,4/15/16,10465,6.920000076,6.920000076,0,0.07,1.419999957,5.429999828,0,1,24,284,720,2133,1,452,504
2347167796,4/17/16,5472,3.619999886,3.619999886,0,0.079999998,0.280000001,3.25999999,0,1,7,249,508,1882,1,556,602
2347167796,4/18/16,8247,5.449999809,5.449999809,0,0.790000021,0.860000014,3.789999962,0,11,16,206,678,1944,1,500,557
2347167796,4/19/16,6711,4.440000057,4.440000057,0,0,0,4.440000057,0,0,7,382,648,2346,1,465,514
2347167796,4/21/16,10080,6.75,6.75,0,1.850000024,1.529999971,3.380000114,0,23,26,208,761,2048,1,460,484
2347167796,4/22/16,7804,5.159999847,5.159999847,0,0.560000002,1.679999948,2.920000076,0,9,27,206,781,1946,1,405,461
2347167796,4/23/16,16901,11.36999989,11.36999989,0,2.779999971,1.450000048,7.150000095,0,32,35,360,591,2629,1,374,386
2347167796,4/24/16,9471,6.260000229,6.260000229,0,0,0,6.260000229,0,0,0,360,584,2187,1,442,459
2347167796,4/25/16,9482,6.380000114,6.380000114,0,1.269999981,0.519999981,4.599999905,0,15,11,277,653,2095,1,433,471
2347167796,4/26/16,5980,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,227,732,1861,1,436,490
2347167796,4/27/16,11423,7.579999924,7.579999924,0,1.860000014,0.400000006,5.320000172,0,26,9,295,623,2194,1,448,499
2347167796,4/28/16,5439,3.599999905,3.599999905,0,0,0,3.599999905,0,0,0,229,764,1854,1,408,450
2347167796,4/29/16,42,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,4,2,403,1,411,473
3977333714,4/12/16,8856,5.980000019,5.980000019,0,3.059999943,0.910000026,2.00999999,0,44,19,131,777,1450,1,274,469
3977333714,4/13/16,10035,6.710000038,6.710000038,0,2.029999971,2.130000114,2.549999952,0,31,46,153,754,1495,2,295,456
3977333714,4/14/16,7641,5.110000134,5.110000134,0,0.319999993,0.970000029,3.819999933,0,5,23,214,801,1433,1,291,397
3977333714,4/15/16,9010,6.059999943,6.059999943,0,1.049999952,1.75,3.25999999,0,15,42,183,644,1468,1,424,556
3977333714,4/16/16,13459,9,9,0,2.029999971,4,2.970000029,0,31,83,153,663,1625,1,283,510
3977333714,4/17/16,10415,6.96999979,6.96999979,0,0.699999988,2.349999905,3.920000076,0,11,58,205,600,1529,1,381,566
3977333714,4/18/16,11663,7.800000191,7.800000191,0,0.25,3.730000019,3.819999933,0,4,95,214,605,1584,2,412,522
3977333714,4/19/16,12414,8.779999733,8.779999733,0,2.24000001,2.450000048,3.960000038,0,19,67,221,738,1638,1,219,395
3977333714,4/20/16,11658,7.829999924,7.829999924,0,0.200000003,4.349999905,3.279999971,0,2,98,164,845,1554,2,152,305
3977333714,4/21/16,6093,4.079999924,4.079999924,0,0,0,4.059999943,0,0,0,242,712,1397,1,332,512
3977333714,4/22/16,8911,5.960000038,5.960000038,0,2.329999924,0.579999983,3.059999943,0,33,12,188,731,1481,1,355,476
3977333714,4/23/16,12058,8.069999695,8.069999695,0,0,4.21999979,3.849999905,0,0,92,252,724,1638,1,235,372
3977333714,4/24/16,14112,10,10,0,3.269999981,4.559999943,2.170000076,0,30,95,129,660,1655,1,310,526
3977333714,4/25/16,11177,8.479999542,8.479999542,0,5.619999886,0.430000007,2.410000086,0,50,9,133,781,1570,1,262,467
3977333714,4/26/16,11388,7.619999886,7.619999886,0,0.449999988,4.21999979,2.950000048,0,7,95,170,797,1551,1,250,371
3977333714,4/27/16,7193,5.039999962,5.039999962,0,0,0.419999987,4.619999886,0,0,10,176,714,1377,1,349,540
3977333714,4/28/16,7114,4.880000114,4.880000114,0,1.370000005,0.289999992,3.220000029,0,15,8,190,804,1407,1,261,423
3977333714,4/29/16,10645,7.75,7.75,0,3.74000001,1.299999952,2.710000038,0,36,32,150,744,1545,1,333,478
3977333714,4/30/16,13238,9.199999809,9.199999809,0,3.690000057,2.099999905,3.410000086,0,43,52,194,687,1650,1,237,382
3977333714,5/1/16,10414,7.070000172,7.070000172,0,2.670000076,1.980000019,2.410000086,0,41,40,124,691,1501,1,383,626
3977333714,5/2/16,16520,11.05000019,11.05000019,0,1.539999962,6.480000019,3.019999981,0,24,143,176,713,1760,1,230,384
3977333714,5/3/16,14335,9.590000153,9.590000153,0,3.319999933,1.74000001,4.53000021,0,47,41,258,594,1710,1,292,500
3977333714,5/4/16,13559,9.43999958,9.43999958,0,1.809999943,4.579999924,2.890000105,0,14,96,142,852,1628,1,213,336
3977333714,5/5/16,12312,8.579999924,8.579999924,0,1.75999999,4.110000134,2.710000038,0,14,88,178,680,1618,1,318,480
3977333714,5/6/16,11677,8.279999733,8.279999733,0,3.109999895,2.50999999,2.670000076,0,29,55,168,676,1590,1,323,512
3977333714,5/7/16,11550,7.730000019,7.730000019,0,0,4.130000114,3.589999914,0,0,86,208,703,1574,1,237,443
3977333714,5/8/16,13585,9.090000153,9.090000153,0,0.680000007,5.239999771,3.170000076,0,9,116,171,688,1633,2,259,456
3977333714,5/10/16,13072,8.779999733,8.779999733,0,0.07,5.400000095,3.309999943,0,1,115,196,676,1630,1,312,452
4020332650,4/12/16,8539,6.119999886,6.119999886,0,0.150000006,0.239999995,5.679999828,0,4,15,331,712,3654,1,501,541
4020332650,4/16/16,1982,1.419999957,1.419999957,0,0.449999988,0.370000005,0.589999974,0,65,21,55,1222,3051,1,77,77
4020332650,5/3/16,4496,3.220000029,3.220000029,0,0,0,3.150000095,0.050000001,0,0,174,950,2828,1,322,332
4020332650,5/4/16,10252,7.349999905,7.349999905,0,0.670000017,1.039999962,5.579999924,0,13,46,346,531,3879,1,478,536
4020332650,5/5/16,11728,8.430000305,8.430000305,0,2.619999886,1.679999948,4.039999962,0.07,38,42,196,916,3429,1,226,248
4020332650,5/6/16,4369,3.130000114,3.130000114,0,0,0,3.099999905,0.01,0,0,177,855,2704,1,385,408
4020332650,5/8/16,5862,4.199999809,4.199999809,0,0,0,4.150000095,0,0,0,263,775,3089,1,364,402
4020332650,5/10/16,5546,3.980000019,3.980000019,0,0,0,3.869999886,0.039999999,0,0,206,774,2926,1,442,494
4319703577,4/14/16,10210,6.880000114,6.880000114,0,0.109999999,0.330000013,6.440000057,0,1,9,339,589,2302,1,535,557
4319703577,4/15/16,5664,3.799999952,3.799999952,0,0,0,3.799999952,0,0,0,228,752,1985,1,465,491
4319703577,4/16/16,4744,3.180000067,3.180000067,0,0,0,3.180000067,0,0,0,194,724,1884,1,506,522
4319703577,4/18/16,2276,1.549999952,1.549999952,0,0.07,0.330000013,1.120000005,0,1,9,58,824,1632,1,515,551
4319703577,4/19/16,8925,5.989999771,5.989999771,0,0,0,5.989999771,0,0,0,311,604,2200,2,461,498
4319703577,4/20/16,8954,6.010000229,6.010000229,0,0,0.680000007,5.309999943,0,0,18,306,671,2220,1,523,543
4319703577,4/21/16,3702,2.480000019,2.480000019,0,0,0,0.349999994,0,0,0,34,1265,1792,1,59,65
4319703577,4/22/16,4500,3.019999981,3.019999981,0,0.059999999,0.810000002,2.150000095,0,1,19,176,709,1886,1,533,550
4319703577,4/23/16,4935,3.309999943,3.309999943,0,0,0,3.309999943,0,0,0,233,546,1945,1,692,722
4319703577,4/24/16,4081,2.74000001,2.74000001,0,0.059999999,0.200000003,2.470000029,0,1,5,191,692,1880,1,467,501
4319703577,4/25/16,9259,6.210000038,6.210000038,0,0,0.280000001,5.929999828,0,0,8,390,544,2314,1,488,506
4319703577,4/26/16,9899,6.639999866,6.639999866,0,0.569999993,0.920000017,5.150000095,0,8,21,288,649,2236,1,505,516
4319703577,4/27/16,10780,7.230000019,7.230000019,0,0.409999996,1.919999957,4.909999847,0,6,47,300,680,2324,1,286,307
4319703577,4/28/16,10817,7.28000021,7.28000021,0,1.00999999,0.330000013,5.940000057,0,13,8,359,552,2367,1,497,522
4319703577,4/29/16,7990,5.360000134,5.360000134,0,0.449999988,0.790000021,4.119999886,0,6,18,289,624,2175,1,523,546
4319703577,4/30/16,8221,5.519999981,5.519999981,0,0.400000006,1.610000014,3.50999999,0,6,38,196,695,2092,1,490,516
4319703577,5/1/16,1251,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,67,836,1593,1,484,500
4319703577,5/2/16,9261,6.239999771,6.239999771,0,0,0.439999998,5.710000038,0,0,11,344,585,2270,1,478,506
4319703577,5/3/16,9648,6.46999979,6.46999979,0,0.579999983,1.070000052,4.829999924,0,8,26,287,669,2235,1,474,512
4319703577,5/6/16,9524,6.420000076,6.420000076,0,0.409999996,0.469999999,5.460000038,0,6,11,314,692,2266,1,450,491
4319703577,5/7/16,7937,5.329999924,5.329999924,0,0.189999998,1.049999952,4.079999924,0,3,28,279,586,2158,1,507,530
4319703577,5/8/16,3672,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,153,603,1792,1,602,638
4319703577,5/9/16,10378,6.960000038,6.960000038,0,0.140000001,0.560000002,6.25,0,2,14,374,490,2345,1,535,565
4319703577,5/10/16,9487,6.369999886,6.369999886,0,0.209999993,0.460000008,5.699999809,0,3,12,329,555,2260,1,487,517
4319703577,5/11/16,9129,6.130000114,6.130000114,0,0.200000003,0.74000001,5.179999828,0,3,18,311,574,2232,1,529,558
4319703577,5/12/16,17,0.01,0.01,0,0,0,0.01,0,0,0,2,0,257,1,302,321
4388161847,4/15/16,8758,6.730000019,6.730000019,0,0,0,6.730000019,0,0,0,299,837,3066,1,499,526
4388161847,4/16/16,6580,5.059999943,5.059999943,0,0.209999993,0.400000006,4.449999809,0,6,9,253,609,3073,2,426,448
4388161847,4/17/16,4660,3.579999924,3.579999924,0,0,0,3.579999924,0,0,0,201,721,2572,2,619,641
4388161847,4/18/16,11009,9.100000381,9.100000381,0,3.559999943,0.400000006,5.139999866,0,27,8,239,1017,3274,1,99,104
4388161847,4/19/16,10181,7.829999924,7.829999924,0,1.370000005,0.689999998,5.769999981,0,20,16,249,704,3015,1,329,338
4388161847,4/20/16,10553,8.119999886,8.119999886,0,1.100000024,1.720000029,5.289999962,0,19,42,228,696,3083,1,421,451
4388161847,4/21/16,10055,7.730000019,7.730000019,0,0.370000005,0.389999986,6.980000019,0,7,12,272,853,3069,1,442,458
4388161847,4/22/16,12139,9.340000153,9.340000153,0,3.299999952,1.110000014,4.920000076,0,77,25,220,945,3544,1,82,85
4388161847,4/23/16,13236,10.18000031,10.18000031,0,4.5,0.319999993,5.349999905,0,58,5,215,749,3306,1,478,501
4388161847,4/24/16,10243,7.880000114,7.880000114,0,1.080000043,0.50999999,6.300000191,0,14,8,239,584,2885,3,552,595
4388161847,4/26/16,9461,7.28000021,7.28000021,0,0.939999998,1.059999943,5.269999981,0,14,23,224,673,2929,1,319,346
4388161847,4/27/16,11193,8.609999657,8.609999657,0,0.699999988,2.50999999,5.389999866,0,11,48,241,684,3074,1,439,500
4388161847,4/28/16,10074,7.75,7.75,0,1.289999962,0.430000007,6.03000021,0,19,9,234,878,2969,1,428,458
4388161847,4/30/16,12533,9.640000343,9.640000343,0,0.699999988,2,6.940000057,0,14,43,300,537,3283,2,409,430
4388161847,5/1/16,10255,7.889999866,7.889999866,0,1.00999999,0.680000007,6.199999809,0,12,15,241,579,2926,1,547,597
4388161847,5/2/16,10096,8.399999619,8.399999619,0,3.769999981,0.079999998,4.550000191,0,33,4,204,935,3147,2,368,376
4388161847,5/4/16,12375,9.520000458,9.520000458,0,2.789999962,0.930000007,5.800000191,0,35,21,251,632,3162,1,390,414
4388161847,5/5/16,9603,7.380000114,7.380000114,0,0.629999995,1.669999957,5.090000153,0,12,39,199,896,2899,1,471,495
4388161847,5/7/16,22770,17.54000092,17.54000092,0,9.449999809,2.769999981,5.329999924,0,120,56,260,508,4022,1,472,496
4388161847,5/8/16,17298,14.38000011,14.38000011,0,9.890000343,1.25999999,3.230000019,0,107,38,178,576,3934,2,529,541
4388161847,5/9/16,10218,7.860000134,7.860000134,0,0.340000004,0.730000019,6.789999962,0,6,19,258,1020,3013,1,62,65
4388161847,5/10/16,10299,7.920000076,7.920000076,0,0.810000002,0.649999976,6.460000038,0,13,14,267,648,3061,1,354,375
4388161847,5/11/16,10201,7.840000153,7.840000153,0,0.529999971,0.790000021,6.53000021,0,8,18,256,858,2954,1,469,494
4445114986,4/12/16,3276,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,196,787,2113,2,429,457
4445114986,4/13/16,2961,1.99000001,1.99000001,0,0,0,1.99000001,0,0,0,194,840,2095,2,370,406
4445114986,4/14/16,3974,2.670000076,2.670000076,0,0,0,2.670000076,0,0,0,231,717,2194,1,441,492
4445114986,4/15/16,7198,4.829999924,4.829999924,0,0,0,4.829999924,0,0,0,350,711,2496,2,337,379
4445114986,4/16/16,3945,2.650000095,2.650000095,0,0,0,2.650000095,0,0,0,225,716,2180,1,462,499
4445114986,4/17/16,2268,1.519999981,1.519999981,0,0,0,1.519999981,0,0,0,114,1219,1933,1,98,107
4445114986,4/19/16,2064,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,121,895,1954,2,388,424
4445114986,4/20/16,2072,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,137,841,1974,1,439,462
4445114986,4/21/16,3809,2.559999943,2.559999943,0,0,0,2.539999962,0,0,0,215,756,2150,1,436,469
4445114986,4/22/16,6831,4.579999924,4.579999924,0,0,0,4.579999924,0,0,0,317,706,2432,1,388,417
4445114986,4/25/16,3385,2.269999981,2.269999981,0,0,0,2.269999981,0,0,0,179,916,2070,1,328,345
4445114986,4/26/16,6326,4.409999847,4.409999847,0,2.410000086,0.039999999,1.960000038,0,29,1,180,839,2291,2,353,391
4445114986,4/27/16,7243,5.03000021,5.03000021,0,2.619999886,0.029999999,2.380000114,0,32,1,194,839,2361,1,332,374
4445114986,4/28/16,4493,3.00999999,3.00999999,0,0,0,3.00999999,0,0,0,236,762,2203,1,419,442
4445114986,4/29/16,4676,3.140000105,3.140000105,0,0,0,3.130000114,0,0,0,226,1106,2196,1,106,108
4445114986,4/30/16,6222,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,290,797,2363,1,322,353
4445114986,5/1/16,5232,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,240,741,2246,2,439,459
4445114986,5/2/16,6910,4.75,4.75,0,2.210000038,0.189999998,2.349999905,0,27,4,200,667,2336,1,502,542
4445114986,5/3/16,7502,5.179999828,5.179999828,0,2.480000019,0.109999999,2.579999924,0,30,2,233,725,2421,2,417,450
4445114986,5/4/16,2923,1.960000038,1.960000038,0,0,0,1.960000038,0,0,0,180,897,2070,2,337,363
4445114986,5/5/16,3800,2.549999952,2.549999952,0,0.119999997,0.239999995,2.180000067,0,2,6,185,734,2120,2,462,513
4445114986,5/6/16,4514,3.029999971,3.029999971,0,0,0,3.029999971,0,0,0,229,809,2211,2,374,402
4445114986,5/7/16,5183,3.589999914,3.589999914,0,2.130000114,0.189999998,1.25,0,26,4,108,866,2123,2,401,436
4445114986,5/8/16,7303,4.900000095,4.900000095,0,0,0.25,4.650000095,0,0,8,308,733,2423,1,361,391
4445114986,5/9/16,5275,3.539999962,3.539999962,0,0,0,3.539999962,0,0,0,266,641,2281,1,457,533
4445114986,5/10/16,3915,2.630000114,2.630000114,0,0,0,2.630000114,0,0,0,231,783,2181,1,405,426
4445114986,5/11/16,9105,6.110000134,6.110000134,0,2.25,1,2.859999895,0,34,22,232,622,2499,1,499,530
4445114986,5/12/16,768,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,58,380,1212,1,483,501
4558609924,4/21/16,13743,9.079999924,9.079999924,0,0.419999987,0.970000029,7.699999809,0,6,21,432,844,2486,1,126,137
4558609924,4/26/16,9148,6.050000191,6.050000191,0,0.430000007,2.029999971,3.589999914,0,12,41,283,1062,2223,1,103,121
4558609924,4/29/16,7833,5.179999828,5.179999828,0,1.019999981,1.850000024,2.309999943,0,15,29,197,1096,1918,1,171,179
4558609924,5/1/16,3428,2.269999981,2.269999981,0,0,0,2.269999981,0,0,0,190,1121,1692,1,115,129
4558609924,5/8/16,6543,4.329999924,4.329999924,0,1.799999952,0.5,2.019999981,0,66,35,238,1019,2666,1,123,134
4702921684,4/12/16,7213,5.880000114,5.880000114,0,0,0,5.849999905,0,0,0,263,718,2947,1,425,439
4702921684,4/13/16,6877,5.579999924,5.579999924,0,0,0,5.579999924,0,0,0,258,777,2898,2,400,430
4702921684,4/14/16,7860,6.369999886,6.369999886,0,0,0,6.369999886,0,0,0,271,772,2984,1,384,415
4702921684,4/15/16,6506,5.28000021,5.28000021,0,0.07,0.419999987,4.789999962,0,1,8,256,944,2896,1,253,257
4702921684,4/16/16,11140,9.029999733,9.029999733,0,0.239999995,1.25,7.539999962,0,3,24,335,556,3328,2,382,406
4702921684,4/17/16,12692,10.28999996,10.28999996,0,0.959999979,3.460000038,5.880000114,0,12,66,302,437,3394,1,591,612
4702921684,4/18/16,9105,7.380000114,7.380000114,0,1.820000052,1.49000001,4.070000172,0,22,30,191,890,3013,1,293,312
4702921684,4/19/16,6708,5.440000057,5.440000057,0,0.879999995,0.370000005,4.190000057,0,10,8,179,757,2812,1,457,487
4702921684,4/20/16,8793,7.130000114,7.130000114,0,0.159999996,1.230000019,5.730000019,0,2,29,260,717,3061,1,454,468
4702921684,4/21/16,6530,5.300000191,5.300000191,0,0.310000002,2.049999952,2.940000057,0,4,41,144,901,2729,1,425,434
4702921684,4/23/16,15126,12.27000046,12.27000046,0,0.75999999,3.24000001,8.270000458,0,9,66,408,469,3691,1,465,475
4702921684,4/24/16,15050,12.22000027,12.22000027,0,1.200000048,5.119999886,5.880000114,0,15,95,281,542,3538,1,480,506
4702921684,4/25/16,9167,7.429999828,7.429999828,0,0.49000001,0.819999993,6.110000134,0,6,15,270,730,3064,1,370,380
4702921684,4/26/16,6108,4.949999809,4.949999809,0,0.07,0.349999994,4.539999962,0,1,8,216,765,2784,1,421,429
4702921684,4/27/16,7047,5.71999979,5.71999979,0,0.090000004,0.800000012,4.78000021,0,1,16,238,733,2908,1,432,449
4702921684,4/28/16,9023,7.320000172,7.320000172,0,1.129999995,0.419999987,5.769999981,0,14,9,232,738,3033,1,442,461
4702921684,4/29/16,9930,8.050000191,8.050000191,0,1.059999943,0.920000017,6.070000172,0,12,19,267,692,3165,1,433,447
4702921684,4/30/16,10144,8.229999542,8.229999542,0,0.319999993,2.029999971,5.880000114,0,4,36,263,728,3115,1,479,501
4702921684,5/3/16,9454,7.670000076,7.670000076,0,0,0,7.670000076,0,0,0,313,729,3145,1,327,373
4702921684,5/4/16,8161,6.619999886,6.619999886,0,0.340000004,0.730000019,5.539999962,0,4,15,251,757,3004,1,412,434
4702921684,5/5/16,8614,6.989999771,6.989999771,0,0.670000017,0.219999999,6.090000153,0,8,5,241,745,3006,1,414,428
4702921684,5/6/16,6943,5.630000114,5.630000114,0,0.079999998,0.660000026,4.869999886,0,1,16,207,682,2859,1,404,449
4702921684,5/7/16,14370,11.64999962,11.64999962,0,0.370000005,2.309999943,8.970000267,0,5,46,439,577,3683,1,520,543
